
 num     #instances         #bytes  class name
2043:             1             32  [Lcom.google.common.collect.AbstractIterator$State;
2044:             1             32  [Lcom.google.common.collect.MapMakerInternalMap$Strength;
2045:             1             32  [Lcom.sun.beans.util.Cache$Kind;
2046:             1             32  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap;
2047:             1             32  [Lio.netty.buffer.PoolArena$SizeClass;
2048:             1             32  [Lio.netty.handler.timeout.IdleState;
2049:             2             32  [Ljava.lang.Enum;
2050:             1             32  [Ljava.lang.OutOfMemoryError;
2051:             1             32  [Ljava.lang.ThreadGroup;
2052:             1             32  [Ljava.lang.UNIXProcess$Platform;
2053:             1             32  [Ljava.lang.management.MemoryManagerMXBean;
2054:             1             32  [Ljava.text.Normalizer$Form;
2055:             1             32  [Ljersey.repackaged.com.google.common.base.Predicates$ObjectPredicate;
2056:             1             32  [Ljersey.repackaged.com.google.common.cache.LocalCache$Segment;
2057:             1             32  [Ljersey.repackaged.com.google.common.cache.LocalCache$Strength;
2058:             1             32  [Ljersey.repackaged.com.google.common.collect.AbstractIterator$State;
2059:             1             32  [Lnet.jpountz.util.Native$OS;
2060:             1             32  [Lorg.apache.kafka.clients.ConnectionState;
2061:             1             32  [Lorg.apache.kafka.clients.consumer.internals.SubscriptionState$SubscriptionType;
2062:             1             32  [Lorg.apache.kafka.common.config.ConfigDef$Importance;
2063:             1             32  [Lorg.apache.kafka.common.config.ConfigDef$Width;
2064:             1             32  [Lorg.apache.kafka.common.record.CompressionType;
2065:             1             32  [Lorg.apache.kafka.common.record.TimestampType;
2066:             1             32  [Lorg.apache.kafka.common.utils.AbstractIterator$State;
2067:             1             32  [Lorg.apache.spark.JobExecutionStatus;
2068:             1             32  [Lorg.eclipse.jetty.http.HttpScheme;
2069:             1             32  [Lorg.eclipse.jetty.http.HttpVersion;
2070:             1             32  [Lorg.eclipse.jetty.io.SelectorManager$ManagedSelector;
2071:             1             32  [Lorg.eclipse.jetty.server.Response$OutputType;
2072:             1             32  [Lorg.eclipse.jetty.server.handler.ContextHandler$Availability;
2073:             1             32  [Lorg.eclipse.jetty.servlet.BaseHolder$Source;
2074:             1             32  [Lorg.eclipse.jetty.util.IteratingCallback$Action;
2075:             1             32  [Lorg.eclipse.jetty.util.component.ContainerLifeCycle$Managed;
2076:             1             32  [Lorg.glassfish.hk2.api.InstanceLifecycleEventType;
2077:             1             32  [Lorg.glassfish.hk2.api.ServiceLocatorFactory$CreatePolicy;
2078:             1             32  [Lorg.glassfish.jersey.internal.inject.Providers$ProviderRuntime;
2079:             1             32  [Lorg.glassfish.jersey.message.internal.TracingLogger$Level;
2080:             1             32  [Lorg.glassfish.jersey.server.TracingConfig;
2081:             1             32  [Lorg.glassfish.jersey.server.model.ResourceMethod$JaxrsType;
2082:             1             32  [Lorg.glassfish.jersey.server.spi.internal.ValueFactoryProvider$Priority;
2083:             1             32  [Lsun.misc.FormattedFloatingDecimal$Form;
2084:             1             32  [Lsun.nio.fs.NativeBuffer;
2085:             1             32  [Lsun.security.provider.NativePRNG$Variant;
2086:             1             32  [[Lcom.google.common.collect.MapMakerInternalMap$EntryFactory;
2087:             1             32  com.codahale.metrics.Timer$Context
2088:             1             32  com.codahale.metrics.json.MetricsModule$MeterSerializer
2089:             1             32  com.fasterxml.jackson.databind.ObjectWriter$GeneratorSettings
2090:             1             32  com.fasterxml.jackson.databind.deser.impl.PropertyBasedCreator
2091:             1             32  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
2092:             2             32  com.fasterxml.jackson.databind.node.JsonNodeFactory
2093:             2             32  com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Empty
2094:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
2095:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
2096:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
2097:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
2098:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
2099:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
2100:             2             32  com.fasterxml.jackson.module.paranamer.ParanamerAnnotationIntrospector
2101:             2             32  com.fasterxml.jackson.module.paranamer.shaded.BytecodeReadingParanamer
2102:             1             32  com.fasterxml.jackson.module.scala.deser.OptionDeserializer
2103:             2             32  com.google.common.base.Joiner
2104:             1             32  com.google.common.collect.ConcurrentHashMultiset
2105:             2             32  com.google.common.hash.Murmur3_128HashFunction
2106:             2             32  com.google.common.hash.Murmur3_32HashFunction
2107:             2             32  com.sun.beans.WeakCache
2108:             1             32  com.sun.beans.finder.BeanInfoFinder
2109:             1             32  com.sun.jmx.mbeanserver.Repository
2110:             1             32  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1
2111:             2             32  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator
2112:             2             32  com.sun.proxy.$Proxy20
2113:             2             32  com.sun.proxy.$Proxy29
2114:             2             32  com.sun.proxy.$Proxy31
2115:             2             32  com.sun.proxy.$Proxy4
2116:             2             32  com.sun.proxy.$Proxy45
2117:             2             32  com.sun.proxy.$Proxy46
2118:             2             32  com.sun.proxy.$Proxy48
2119:             2             32  com.sun.proxy.$Proxy49
2120:             2             32  com.thoughtworks.paranamer.BytecodeReadingParanamer
2121:             2             32  io.netty.bootstrap.AbstractBootstrap$BootstrapChannelFactory
2122:             2             32  io.netty.buffer.PoolThreadCache$1
2123:             1             32  io.netty.buffer.PoolThreadCache$MemoryRegionCache$1
2124:             1             32  io.netty.buffer.PooledHeapByteBuf$1
2125:             1             32  io.netty.buffer.PooledUnsafeDirectByteBuf$1
2126:             1             32  io.netty.buffer.PooledUnsafeHeapByteBuf$1
2127:             1             32  io.netty.channel.AbstractChannelHandlerContext$WriteAndFlushTask
2128:             1             32  io.netty.channel.AbstractChannelHandlerContext$WriteAndFlushTask$1
2129:             1             32  io.netty.channel.AdaptiveRecvByteBufAllocator$HandleImpl
2130:             2             32  io.netty.channel.ChannelMetadata
2131:             1             32  io.netty.channel.ChannelOutboundBuffer$Entry$1
2132:             1             32  io.netty.handler.codec.CodecOutputList$1
2133:             1             32  io.netty.util.Recycler$WeakOrderQueue$Link
2134:             2             32  io.netty.util.internal.__matchers__.io.netty.buffer.ByteBufMatcher
2135:             2             32  io.netty.util.internal.logging.Slf4JLoggerFactory
2136:             1             32  java.beans.ThreadGroupContext
2137:             1             32  java.beans.ThreadGroupContext$1
2138:             1             32  java.io.UnixFileSystem
2139:             1             32  java.lang.ArithmeticException
2140:             1             32  java.lang.ArrayIndexOutOfBoundsException
2141:             2             32  java.lang.Boolean
2142:             1             32  java.lang.ClassCastException
2143:             1             32  java.lang.NullPointerException
2144:             2             32  java.lang.Shutdown$Lock
2145:             1             32  java.lang.UnsupportedOperationException
2146:             1             32  java.lang.reflect.WeakCache
2147:             1             32  java.lang.reflect.WeakCache$CacheKey
2148:             2             32  java.nio.ByteOrder
2149:             1             32  java.nio.channels.NotYetConnectedException
2150:             1             32  java.security.AlgorithmParameters
2151:             1             32  java.text.DontCareFieldPosition
2152:             1             32  java.util.ServiceLoader
2153:             1             32  java.util.concurrent.CancellationException
2154:             2             32  java.util.concurrent.ConcurrentHashMap$ValuesView
2155:             1             32  java.util.concurrent.ThreadLocalRandom
2156:             1             32  java.util.concurrent.locks.ReentrantLock$FairSync
2157:             2             32  java.util.jar.JarVerifier$3
2158:             2             32  java.util.logging.ErrorManager
2159:             1             32  java.util.logging.LogManager$SystemLoggerContext
2160:             2             32  java.util.regex.Pattern$CharPropertyNames$7
2161:             2             32  javassist.ClassClassPath
2162:             1             32  javax.security.auth.Subject
2163:             2             32  jersey.repackaged.com.google.common.base.Joiner
2164:             2             32  jersey.repackaged.com.google.common.cache.LocalCache$StrongValueReference
2165:             1             32  net.jpountz.xxhash.XXHashFactory
2166:             2             32  org.apache.commons.lang3.text.translate.UnicodeUnpairedSurrogateRemover
2167:             1             32  org.apache.hadoop.fs.FileSystem$Cache$Key
2168:             1             32  org.apache.hadoop.fs.local.LocalFs
2169:             2             32  org.apache.hadoop.hdfs.security.token.delegation.DelegationTokenSelector
2170:             1             32  org.apache.hadoop.hdfs.web.KerberosUgiAuthenticator
2171:             1             32  org.apache.hadoop.io.Text$Comparator
2172:             1             32  org.apache.hadoop.metrics2.impl.MetricsSystemImpl$1
2173:             1             32  org.apache.hadoop.metrics2.lib.MetricsSourceBuilder
2174:             2             32  org.apache.hadoop.metrics2.lib.UniqueNames
2175:             1             32  org.apache.hadoop.security.Groups
2176:             1             32  org.apache.kafka.clients.producer.ProducerConfig
2177:             2             32  org.apache.kafka.common.config.ConfigDef$ValidString
2178:             1             32  org.apache.kafka.common.errors.BrokerNotAvailableException
2179:             1             32  org.apache.kafka.common.errors.ClusterAuthorizationException
2180:             1             32  org.apache.kafka.common.errors.ControllerMovedException
2181:             1             32  org.apache.kafka.common.errors.CorruptRecordException
2182:             1             32  org.apache.kafka.common.errors.GroupLoadInProgressException
2183:             1             32  org.apache.kafka.common.errors.IllegalGenerationException
2184:             1             32  org.apache.kafka.common.errors.IllegalSaslStateException
2185:             1             32  org.apache.kafka.common.errors.InconsistentGroupProtocolException
2186:             1             32  org.apache.kafka.common.errors.InvalidCommitOffsetSizeException
2187:             1             32  org.apache.kafka.common.errors.InvalidFetchSizeException
2188:             1             32  org.apache.kafka.common.errors.InvalidGroupIdException
2189:             1             32  org.apache.kafka.common.errors.InvalidRequiredAcksException
2190:             1             32  org.apache.kafka.common.errors.InvalidSessionTimeoutException
2191:             1             32  org.apache.kafka.common.errors.InvalidTimestampException
2192:             1             32  org.apache.kafka.common.errors.InvalidTopicException
2193:             1             32  org.apache.kafka.common.errors.LeaderNotAvailableException
2194:             1             32  org.apache.kafka.common.errors.NetworkException
2195:             1             32  org.apache.kafka.common.errors.NotCoordinatorForGroupException
2196:             1             32  org.apache.kafka.common.errors.NotEnoughReplicasAfterAppendException
2197:             1             32  org.apache.kafka.common.errors.NotEnoughReplicasException
2198:             1             32  org.apache.kafka.common.errors.NotLeaderForPartitionException
2199:             1             32  org.apache.kafka.common.errors.OffsetMetadataTooLarge
2200:             1             32  org.apache.kafka.common.errors.OffsetOutOfRangeException
2201:             1             32  org.apache.kafka.common.errors.RebalanceInProgressException
2202:             1             32  org.apache.kafka.common.errors.RecordBatchTooLargeException
2203:             1             32  org.apache.kafka.common.errors.ReplicaNotAvailableException
2204:             1             32  org.apache.kafka.common.errors.TimeoutException
2205:             1             32  org.apache.kafka.common.errors.UnknownMemberIdException
2206:             1             32  org.apache.kafka.common.errors.UnknownServerException
2207:             1             32  org.apache.kafka.common.errors.UnknownTopicOrPartitionException
2208:             1             32  org.apache.kafka.common.errors.UnsupportedSaslMechanismException
2209:             1             32  org.apache.kafka.common.errors.UnsupportedVersionException
2210:             1             32  org.apache.log4j.PatternLayout
2211:             1             32  org.apache.log4j.helpers.QuietWriter
2212:             1             32  org.apache.spark.MapOutputTracker$
2213:             1             32  org.apache.spark.SecurityManager$
2214:             1             32  org.apache.spark.SparkConf$
2215:             1             32  org.apache.spark.SparkEnv$
2216:             1             32  org.apache.spark.SparkMasterRegex$
2217:             1             32  org.apache.spark.deploy.SparkHadoopUtil
2218:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$1
2219:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$2
2220:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$3
2221:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$4
2222:             2             32  org.apache.spark.executor.ExecutorSource$$anonfun$1$$anonfun$apply$5
2223:             2             32  org.apache.spark.internal.config.SystemProvider
2224:             1             32  org.apache.spark.io.CompressionCodec$
2225:             2             32  org.apache.spark.io.LZ4CompressionCodec
2226:             1             32  org.apache.spark.metrics.MetricsSystem$
2227:             1             32  org.apache.spark.network.client.TransportClient
2228:             1             32  org.apache.spark.network.netty.NettyBlockRpcServer
2229:             1             32  org.apache.spark.rdd.RDD$$anonfun$mapPartitionsWithIndexInternal$1
2230:             1             32  org.apache.spark.rpc.netty.NettyRpcHandler
2231:             1             32  org.apache.spark.rpc.netty.NettyStreamManager
2232:             1             32  org.apache.spark.scheduler.DAGSchedulerSource
2233:             1             32  org.apache.spark.scheduler.OutputCommitCoordinator
2234:             1             32  org.apache.spark.scheduler.SparkListenerExecutorAdded
2235:             1             32  org.apache.spark.scheduler.local.LocalSchedulerBackend$$anon$1
2236:             1             32  org.apache.spark.shuffle.IndexShuffleBlockResolver
2237:             1             32  org.apache.spark.sql.SparkSession$
2238:             1             32  org.apache.spark.sql.catalyst.analysis.Analyzer$ExtractGenerator$
2239:             1             32  org.apache.spark.sql.catalyst.analysis.DecimalPrecision$
2240:             2             32  org.apache.spark.sql.catalyst.analysis.SimpleFunctionRegistry
2241:             1             32  org.apache.spark.sql.catalyst.analysis.TimeWindowing$
2242:             1             32  org.apache.spark.sql.catalyst.analysis.TypeCoercion$BooleanEquality$
2243:             1             32  org.apache.spark.sql.catalyst.catalog.CatalogDatabase
2244:             1             32  org.apache.spark.sql.catalyst.catalog.InMemoryCatalog$DatabaseDesc
2245:             1             32  org.apache.spark.sql.catalyst.expressions.codegen.package$ExpressionCanonicalizer$
2246:             2             32  org.apache.spark.sql.catalyst.util.StringKeyHashMap$$anonfun$apply$2
2247:             1             32  org.apache.spark.sql.execution.datasources.DataSource$SourceInfo
2248:             1             32  org.apache.spark.sql.execution.streaming.ForeachSink$$anonfun$addBatch$1
2249:             1             32  org.apache.spark.sql.execution.streaming.OffsetSeqMetadata
2250:             1             32  org.apache.spark.sql.execution.streaming.ProcessingTimeExecutor
2251:             2             32  org.apache.spark.sql.execution.streaming.StreamProgress
2252:             1             32  org.apache.spark.sql.execution.streaming.StreamingQueryListenerBus
2253:             1             32  org.apache.spark.sql.execution.ui.AllExecutionsPage
2254:             1             32  org.apache.spark.sql.execution.ui.ExecutionPage
2255:             1             32  org.apache.spark.sql.kafka010.CachedKafkaConsumer$
2256:             1             32  org.apache.spark.sql.types.ByteType$
2257:             1             32  org.apache.spark.sql.types.IntegerType$
2258:             1             32  org.apache.spark.sql.types.LongType$
2259:             1             32  org.apache.spark.sql.types.ShortType$
2260:             1             32  org.apache.spark.storage.BlockInfo$
2261:             1             32  org.apache.spark.storage.BlockInfoManager
2262:             1             32  org.apache.spark.storage.BlockManagerId
2263:             1             32  org.apache.spark.storage.BlockManagerMaster
2264:             1             32  org.apache.spark.storage.DiskStore
2265:             1             32  org.apache.spark.ui.SparkUI$
2266:             1             32  org.apache.spark.ui.UIUtils$
2267:             1             32  org.apache.spark.ui.env.EnvironmentListener
2268:             1             32  org.apache.spark.ui.exec.ExecutorsPage
2269:             1             32  org.apache.spark.ui.jobs.AllJobsPage
2270:             1             32  org.apache.spark.ui.jobs.AllStagesPage
2271:             1             32  org.apache.spark.ui.jobs.JobPage
2272:             1             32  org.apache.spark.ui.jobs.PoolPage
2273:             1             32  org.apache.spark.ui.jobs.UIData$InputMetricsUIData
2274:             1             32  org.apache.spark.ui.jobs.UIData$OutputMetricsUIData
2275:             1             32  org.eclipse.jetty.io.ArrayByteBufferPool
2276:             1             32  org.eclipse.jetty.util.SharedBlockingCallback$1
2277:             1             32  org.eclipse.jetty.util.SharedBlockingCallback$2
2278:             1             32  org.eclipse.jetty.util.SharedBlockingCallback$3
2279:             1             32  org.glassfish.hk2.utilities.reflection.internal.ClassReflectionHelperImpl
2280:             1             32  org.glassfish.jersey.internal.inject.ContextInjectionResolver
2281:             2             32  org.glassfish.jersey.internal.l10n.LocalizableMessageFactory
2282:             2             32  org.glassfish.jersey.internal.util.collection.Values$InstanceUnsafeValue
2283:             1             32  org.glassfish.jersey.message.internal.MessagingBinders$MessageBodyProviders
2284:             1             32  org.glassfish.jersey.message.internal.QualitySourceMediaType
2285:             1             32  org.glassfish.jersey.server.ApplicationHandler$ApplicationBinder
2286:             1             32  org.glassfish.jersey.server.ServerBinder
2287:             1             32  org.glassfish.jersey.server.internal.JerseyResourceContext
2288:             1             32  org.glassfish.jersey.server.internal.inject.BeanParamValueFactoryProvider
2289:             1             32  org.glassfish.jersey.server.internal.inject.CollectionExtractor$ListValueOf
2290:             1             32  org.glassfish.jersey.server.internal.inject.WebTargetValueFactoryProvider
2291:             1             32  org.glassfish.jersey.server.internal.inject.WebTargetValueFactoryProvider$BindingModel
2292:             1             32  org.glassfish.jersey.server.internal.routing.CombinedMediaType
2293:             1             32  org.glassfish.jersey.server.internal.routing.RuntimeModelBuilder
2294:             1             32  org.glassfish.jersey.server.internal.routing.RuntimeModelBuilder$1
2295:             1             32  org.glassfish.jersey.server.model.ResourceMethodInvoker$Builder
2296:             1             32  org.glassfish.jersey.server.wadl.WadlFeature$1
2297:             1             32  org.glassfish.jersey.servlet.WebComponent$WebComponentBinder
2298:             2             32  org.glassfish.jersey.servlet.WebComponent$WebComponentBinder$3
2299:             2             32  org.glassfish.jersey.servlet.WebComponent$WebComponentBinder$6
2300:             2             32  org.glassfish.jersey.spi.AbstractThreadPoolProvider$1
2301:             1             32  org.json4s.BuildInfo$
2302:             1             32  org.json4s.reflect.Reflector$
2303:             2             32  org.json4s.reflect.Reflector$$anonfun$defaultValue$2$$anonfun$apply$5
2304:             1             32  org.json4s.reflect.package$
2305:             2             32  org.jvnet.hk2.internal.DescriptorComparator
2306:             1             32  org.jvnet.hk2.internal.PerLocatorUtilities
2307:             1             32  org.jvnet.hk2.internal.PerLocatorUtilities$1
2308:             1             32  org.jvnet.hk2.internal.PerLocatorUtilities$2
2309:             1             32  org.jvnet.hk2.internal.PerLocatorUtilities$3
2310:             1             32  org.xerial.snappy.SnappyCodec
2311:             1             32  scala.Symbol$
2312:             1             32  scala.collection.immutable.Map$WithDefault
2313:             1             32  scala.collection.immutable.Vector$
2314:             2             32  scala.collection.mutable.Map$$anonfun$withDefaultValue$1
2315:             1             32  scala.concurrent.impl.Promise$CompletionLatch
2316:             1             32  scala.io.Codec$
2317:             2             32  scala.io.Codec$$anonfun$1
2318:             1             32  scala.math.BigInt$
2319:             1             32  scala.math.package$
2320:             1             32  scala.reflect.ManifestFactory$$anon$1
2321:             1             32  scala.reflect.ManifestFactory$$anon$2
2322:             1             32  scala.reflect.ManifestFactory$$anon$3
2323:             1             32  scala.reflect.ManifestFactory$$anon$4
2324:             1             32  scala.reflect.ManifestFactory$$anon$5
2325:             1             32  scala.reflect.internal.JavaAccFlags$
2326:             1             32  scala.reflect.internal.Kinds$Kind$
2327:             1             32  scala.reflect.internal.Kinds$KindErrors
2328:             1             32  scala.reflect.internal.NoPhase$
2329:             1             32  scala.reflect.internal.SomePhase$
2330:             1             32  scala.reflect.internal.StdNames$compactify$
2331:             1             32  scala.reflect.internal.SymbolTable$$anon$2
2332:             1             32  scala.reflect.internal.Symbols$SymbolOps
2333:             1             32  scala.reflect.internal.Trees$Duplicator
2334:             1             32  scala.reflect.internal.Trees$EmptyTree$
2335:             1             32  scala.reflect.internal.Trees$ImportSelector
2336:             1             32  scala.reflect.internal.Trees$TreeTypeSubstituter
2337:             1             32  scala.reflect.internal.Types$UnmappableTree$
2338:             1             32  scala.reflect.internal.Variance$
2339:             1             32  scala.reflect.internal.tpe.TypeMaps$ErroneousCollector$
2340:             1             32  scala.reflect.internal.tpe.TypeMaps$IsDependentCollector$
2341:             1             32  scala.reflect.internal.transform.Erasure$boxingErasure$
2342:             1             32  scala.reflect.internal.transform.Erasure$javaErasure$
2343:             1             32  scala.reflect.internal.transform.Erasure$scalaErasure$
2344:             1             32  scala.reflect.internal.transform.Erasure$specialScalaErasure$
2345:             1             32  scala.reflect.internal.transform.Erasure$verifiedJavaErasure$
2346:             1             32  scala.reflect.internal.transform.PostErasure$elimErasedValueType$
2347:             1             32  scala.reflect.internal.transform.Transforms$$anonfun$2$$anon$3
2348:             1             32  scala.reflect.internal.transform.UnCurry$$anon$1
2349:             1             32  scala.reflect.internal.transform.UnCurry$$anon$2
2350:             1             32  scala.reflect.internal.util.Statistics$View
2351:             2             32  scala.reflect.runtime.JavaMirrors$JavaMirror$JavaAnnotationProxy$
2352:             1             32  scala.reflect.runtime.JavaUniverse$$anon$1
2353:             1             32  scala.util.control.BreakControl
2354:             1             32  scala.util.control.Exception$Catch
2355:             1             32  sun.management.MappedMXBeanType$EnumMXBeanType
2356:             1             32  sun.management.MappedMXBeanType$InProgress
2357:             1             32  sun.misc.HexDumpEncoder
2358:             2             32  sun.nio.ch.SocketDispatcher
2359:             1             32  sun.nio.cs.StandardCharsets
2360:             1             32  sun.nio.fs.LinuxFileSystem
2361:             2             32  sun.security.provider.NativePRNG
2362:             1             32  sun.security.provider.SecureRandom
2363:             2             32  sun.security.util.AlgorithmDecomposer
2364:             1             32  sun.util.locale.provider.LocaleResources
2365:             1             24  [Lcom.google.common.cache.CacheBuilder$NullListener;
2366:             1             24  [Lcom.google.common.cache.CacheBuilder$OneWeigher;
2367:             1             24  [Lcom.google.common.cache.LocalCache$NullEntry;
2368:             1             24  [Lcom.google.common.collect.GenericMapMaker$NullListener;
2369:             1             24  [Lcom.google.common.collect.Interners$WeakInterner$Dummy;
2370:             1             24  [Lcom.google.common.hash.Hashing$ChecksumType;
2371:             1             24  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property;
2372:             1             24  [Ljava.io.File$PathStatus;
2373:             1             24  [Ljava.lang.ClassValue$Entry;
2374:             1             24  [Ljava.net.InetAddress$Cache$Type;
2375:             1             24  [Ljava.net.InetSocketAddress;
2376:             1             24  [Ljava.net.InterfaceAddress;
2377:             1             24  [Ljava.net.StandardProtocolFamily;
2378:             1             24  [Ljava.util.Locale$Category;
2379:             1             24  [Ljavax.security.auth.login.LoginContext$ModuleInfo;
2380:             1             24  [Ljavax.ws.rs.core.MediaType;
2381:             1             24  [Ljersey.repackaged.com.google.common.cache.CacheBuilder$NullListener;
2382:             1             24  [Ljersey.repackaged.com.google.common.cache.CacheBuilder$OneWeigher;
2383:             1             24  [Ljersey.repackaged.com.google.common.cache.LocalCache$NullEntry;
2384:             1             24  [Lorg.apache.hadoop.fs.Options$Rename;
2385:             1             24  [Lorg.apache.hadoop.http.HttpConfig$Policy;
2386:             1             24  [Lorg.apache.hadoop.metrics2.lib.DefaultMetricsFactory;
2387:             1             24  [Lorg.apache.hadoop.metrics2.lib.DefaultMetricsSystem;
2388:             1             24  [Lorg.apache.hadoop.metrics2.lib.Interns$Info;
2389:             1             24  [Lorg.apache.hadoop.metrics2.lib.Interns$Tags;
2390:             1             24  [Lorg.apache.kafka.common.network.LoginType;
2391:             1             24  [Lorg.apache.kafka.common.network.Mode;
2392:             1             24  [Lorg.apache.spark.memory.MemoryMode;
2393:             1             24  [Lorg.apache.spark.network.client.TransportClient;
2394:             1             24  [Lorg.glassfish.hk2.api.DescriptorType;
2395:             1             24  [Lorg.glassfish.hk2.api.ServiceLocatorState;
2396:             1             24  [Lorg.glassfish.jersey.model.internal.RankedComparator$Order;
2397:             1             24  [Lorg.glassfish.jersey.servlet.WebConfig$ConfigType;
2398:             1             24  [Lorg.glassfish.jersey.uri.PathPattern$RightHandPath;
2399:             1             24  [Lscala.reflect.internal.Phase;
2400:             1             24  [Lsun.launcher.LauncherHelper;
2401:             1             24  [[Ljava.io.File;
2402:             1             24  com.codahale.metrics.Timer
2403:             1             24  com.codahale.metrics.json.MetricsModule$HistogramSerializer
2404:             1             24  com.codahale.metrics.json.MetricsModule$MetricRegistrySerializer
2405:             1             24  com.esotericsoftware.minlog.Log$Logger
2406:             1             24  com.fasterxml.jackson.annotation.JsonFormat$Features
2407:             1             24  com.fasterxml.jackson.core.util.BufferRecycler
2408:             1             24  com.fasterxml.jackson.core.util.DefaultIndenter
2409:             1             24  com.fasterxml.jackson.databind.ObjectWriter$Prefetch
2410:             1             24  com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl
2411:             1             24  com.fasterxml.jackson.databind.deser.impl.FailingDeserializer
2412:             1             24  com.fasterxml.jackson.databind.module.SimpleSerializers
2413:             1             24  com.fasterxml.jackson.databind.ser.impl.FailingSerializer
2414:             1             24  com.fasterxml.jackson.databind.ser.std.CalendarSerializer
2415:             1             24  com.fasterxml.jackson.databind.ser.std.DateSerializer
2416:             1             24  com.fasterxml.jackson.module.scala.deser.BigDecimalDeserializer$
2417:             1             24  com.fasterxml.jackson.module.scala.deser.BigIntDeserializer$
2418:             1             24  com.fasterxml.jackson.module.scala.deser.NumberDeserializers$
2419:             1             24  com.fasterxml.jackson.module.scala.deser.SeqDeserializerResolver$
2420:             1             24  com.fasterxml.jackson.module.scala.deser.UnsortedMapDeserializerResolver$
2421:             1             24  com.fasterxml.jackson.module.scala.deser.UnsortedSetDeserializerResolver$
2422:             1             24  com.fasterxml.jackson.module.scala.deser.UntypedObjectDeserializerResolver$
2423:             1             24  com.fasterxml.jackson.module.scala.ser.MapConverter
2424:             1             24  com.github.scrapcodes.kafka.KafkaWriter
2425:             1             24  com.github.scrapcodes.kafka.KafkaWriter$
2426:             1             24  com.github.scrapcodes.kafka.SparkSQLKafkaConsumer$
2427:             1             24  com.google.common.base.CharMatcher$Or
2428:             1             24  com.google.common.base.Joiner$1
2429:             1             24  com.google.common.base.Joiner$MapJoiner
2430:             1             24  com.google.common.cache.CacheBuilder$NullListener
2431:             1             24  com.google.common.cache.CacheBuilder$OneWeigher
2432:             1             24  com.google.common.cache.LocalCache$EntryFactory$1
2433:             1             24  com.google.common.cache.LocalCache$EntryFactory$2
2434:             1             24  com.google.common.cache.LocalCache$EntryFactory$3
2435:             1             24  com.google.common.cache.LocalCache$EntryFactory$4
2436:             1             24  com.google.common.cache.LocalCache$EntryFactory$5
2437:             1             24  com.google.common.cache.LocalCache$EntryFactory$6
2438:             1             24  com.google.common.cache.LocalCache$EntryFactory$7
2439:             1             24  com.google.common.cache.LocalCache$EntryFactory$8
2440:             1             24  com.google.common.cache.LocalCache$NullEntry
2441:             1             24  com.google.common.cache.LocalCache$Strength$1
2442:             1             24  com.google.common.cache.LocalCache$Strength$2
2443:             1             24  com.google.common.cache.LocalCache$Strength$3
2444:             1             24  com.google.common.collect.GenericMapMaker$NullListener
2445:             1             24  com.google.common.collect.Interners$WeakInterner$Dummy
2446:             1             24  com.google.common.collect.MapMaker$RemovalCause$1
2447:             1             24  com.google.common.collect.MapMaker$RemovalCause$2
2448:             1             24  com.google.common.collect.MapMaker$RemovalCause$3
2449:             1             24  com.google.common.collect.MapMaker$RemovalCause$4
2450:             1             24  com.google.common.collect.MapMaker$RemovalCause$5
2451:             1             24  com.google.common.collect.MapMakerInternalMap$EntryFactory$1
2452:             1             24  com.google.common.collect.MapMakerInternalMap$EntryFactory$2
2453:             1             24  com.google.common.collect.MapMakerInternalMap$EntryFactory$3
2454:             1             24  com.google.common.collect.MapMakerInternalMap$EntryFactory$4
2455:             1             24  com.google.common.collect.MapMakerInternalMap$EntryFactory$5
2456:             1             24  com.google.common.collect.MapMakerInternalMap$EntryFactory$6
2457:             1             24  com.google.common.collect.MapMakerInternalMap$EntryFactory$7
2458:             1             24  com.google.common.collect.MapMakerInternalMap$EntryFactory$8
2459:             1             24  com.google.common.collect.MapMakerInternalMap$Strength$1
2460:             1             24  com.google.common.collect.MapMakerInternalMap$Strength$2
2461:             1             24  com.google.common.collect.MapMakerInternalMap$Strength$3
2462:             1             24  com.google.common.hash.Hashing$ChecksumType$1
2463:             1             24  com.google.common.hash.Hashing$ChecksumType$2
2464:             1             24  com.google.common.util.concurrent.AtomicLongMap
