
 num     #instances         #bytes  class name
 707:            23            552  scala.reflect.internal.Types$AnnotatedType
 708:             2            544  [Ljava.lang.Character;
 709:             2            544  [Lorg.eclipse.jetty.http.HttpHeader;
 710:             2            544  [Lorg.eclipse.jetty.io.ArrayByteBufferPool$Bucket;
 711:            34            544  io.netty.util.concurrent.DefaultThreadFactory$DefaultRunnableDecorator
 712:            17            544  java.util.RegularEnumSet
 713:            34            544  java.util.concurrent.Semaphore
 714:             1            528  [Ljava.util.TimerTask;
 715:             6            528  com.fasterxml.jackson.module.scala.ser.OptionPropertyWriter
 716:            33            528  com.sun.proxy.$Proxy19
 717:            33            528  com.sun.proxy.$Proxy32
 718:            33            528  io.netty.channel.nio.NioEventLoop$1
 719:            33            528  io.netty.channel.nio.NioEventLoop$2
 720:            33            528  io.netty.util.concurrent.SingleThreadEventExecutor$2
 721:            33            528  io.netty.util.concurrent.SingleThreadEventExecutor$DefaultThreadProperties
 722:            11            528  org.apache.kafka.clients.consumer.internals.SubscriptionState
 723:            33            528  org.eclipse.jetty.util.AttributesMap
 724:            13            520  com.sun.jmx.mbeanserver.PerInterface
 725:            13            520  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle
 726:            16            512  java.io.FileOutputStream
 727:            16            512  java.lang.StringCoding$StringEncoder
 728:             8            512  java.text.DateFormatSymbols
 729:            16            512  java.time.temporal.ChronoUnit
 730:            32            512  java.util.concurrent.atomic.AtomicReferenceArray
 731:             4            512  org.eclipse.jetty.http.HttpParser
 732:            16            512  org.glassfish.jersey.message.internal.MsgTraceEvent
 733:            21            504  java.util.regex.Pattern$5
 734:             9            504  org.apache.spark.rpc.netty.NettyRpcEndpointRef
 735:             9            504  org.apache.spark.sql.catalyst.encoders.ExpressionEncoder
 736:             9            504  scala.reflect.internal.Types$RefinementTypeRef
 737:            21            504  scala.util.matching.Regex
 738:            21            504  sun.security.x509.AVAKeyword
 739:            31            496  [Lorg.eclipse.jetty.servlet.FilterHolder;
 740:            31            496  [Lorg.eclipse.jetty.servlet.ListenerHolder;
 741:            31            496  org.eclipse.jetty.http.MimeTypes
 742:            31            496  org.eclipse.jetty.server.handler.ContextHandler$ApproveNonExistentDirectoryAliases
 743:            16            480  [Lorg.apache.spark.sql.types.StructField;
 744:            10            480  com.esotericsoftware.kryo.serializers.UnsafeCacheFields$UnsafeByteField
 745:            10            480  com.esotericsoftware.kryo.serializers.UnsafeCacheFields$UnsafeLongField
 746:            15            480  java.util.PriorityQueue
 747:            10            480  java.util.concurrent.LinkedBlockingQueue
 748:            15            480  java.util.concurrent.SynchronousQueue$TransferStack$SNode
 749:            12            480  org.apache.kafka.common.metrics.MetricConfig
 750:            12            480  org.apache.kafka.common.metrics.Metrics
 751:             5            480  org.apache.spark.sql.catalyst.plans.logical.MapElements
 752:            10            480  org.apache.spark.sql.kafka010.CachedKafkaConsumer
 753:            20            480  scala.collection.generic.GenTraversableFactory$$anon$1
 754:             3            480  scala.reflect.runtime.JavaMirrors$JavaMirror$$anon$1
 755:             3            480  scala.reflect.runtime.JavaMirrors$JavaMirror$$anon$2
 756:            29            464  org.apache.spark.internal.config.ConfigBuilder$$anonfun$stringConf$1
 757:            29            464  scala.ref.WeakReference
 758:            19            456  [Ljavax.management.MBeanParameterInfo;
 759:             6            456  [Lsun.invoke.util.Wrapper;
 760:            19            456  java.util.Collections$SetFromMap
 761:            19            456  java.util.Locale$LocaleKey
 762:             3            456  scala.reflect.runtime.JavaMirrors$JavaMirror
 763:            14            448  [Lorg.glassfish.jersey.server.internal.routing.Router;
 764:            14            448  com.codahale.metrics.LongAdder
 765:            28            448  com.sun.proxy.$Proxy0
 766:            28            448  com.sun.proxy.$Proxy37
 767:             7            448  java.text.SimpleDateFormat
 768:            14            448  java.util.Collections$SynchronizedMap
 769:             8            448  javax.management.openmbean.OpenMBeanParameterInfoSupport
 770:             8            448  org.apache.spark.sql.catalyst.expressions.objects.AssertNotNull
 771:            11            440  org.apache.kafka.clients.consumer.internals.AbstractCoordinator$GroupCoordinatorMetrics
 772:            11            440  org.apache.kafka.clients.consumer.internals.Fetcher$FetchManagerMetrics
 773:             5            440  org.apache.spark.sql.catalyst.plans.logical.DeserializeToObject
 774:             3            432  [Lcom.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket;
 775:            27            432  com.sun.proxy.$Proxy44
 776:            27            432  java.lang.ThreadLocal
 777:            18            432  java.text.DateFormat$Field
 778:            27            432  java.util.HashMap$Values
 779:             9            432  javassist.CtPrimitiveType
 780:            18            432  org.apache.hadoop.metrics2.lib.MetricsInfoImpl
 781:             9            432  org.apache.spark.sql.types.DecimalType
 782:             6            432  org.glassfish.jersey.internal.util.collection.ConcurrentHashMapV8
 783:            18            432  scala.reflect.NameTransformer$OpCodes
 784:             6            416  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 785:             4            416  com.google.common.collect.MapMakerInternalMap
 786:            26            416  com.sun.proxy.$Proxy12
 787:            13            416  java.lang.invoke.SimpleMethodHandle
 788:             4            416  org.eclipse.jetty.io.SelectChannelEndPoint
 789:            26            416  org.glassfish.jersey.server.internal.routing.PushMatchedRuntimeResourceRouter
 790:            13            416  sun.management.DiagnosticCommandImpl$Wrapper
 791:            13            416  sun.security.util.DerInputBuffer
 792:            13            416  sun.security.util.DerValue
 793:            13            408  [Lorg.apache.commons.lang3.text.translate.CharSequenceTranslator;
 794:            17            408  java.time.Duration
 795:            17            408  scala.reflect.runtime.Settings$BooleanSetting
 796:            10            400  java.lang.invoke.DirectMethodHandle$Accessor
 797:            10            400  org.apache.kafka.clients.ClientRequest
 798:            10            400  org.apache.kafka.common.requests.RequestSend
 799:             5            400  org.apache.spark.sql.catalyst.plans.logical.SerializeFromObject
 800:            10            400  org.apache.spark.sql.kafka010.KafkaSourceRDDOffsetRange
 801:             7            392  com.fasterxml.jackson.databind.cfg.BaseSettings
 802:             1            392  org.apache.spark.sql.execution.streaming.StreamExecution$$anon$1
 803:             1            392  scala.reflect.internal.pickling.PickleFormat$
 804:            12            384  java.lang.StringCoding$StringDecoder
 805:             1            384  java.lang.ref.Finalizer$FinalizerThread
 806:             1            384  java.util.TimerThread
 807:            16            384  java.util.concurrent.Executors$DefaultThreadFactory
 808:             1            384  java.util.logging.LogManager$Cleaner
 809:            12            384  org.apache.commons.lang3.JavaVersion
 810:            12            384  org.apache.kafka.clients.NetworkClient$DefaultMetadataUpdater
 811:             1            384  org.apache.kafka.common.utils.KafkaThread
 812:             1            384  org.apache.spark.ContextCleaner$$anon$1
 813:             1            384  org.apache.spark.scheduler.LiveListenerBus$$anon$1
 814:            16            384  org.apache.spark.storage.StorageLevel
 815:             1            384  org.apache.spark.util.EventLoop$$anon$1
 816:            12            384  org.eclipse.jetty.http.HttpHeaderValue
 817:            12            384  org.glassfish.jersey.server.model.internal.JavaResourceMethodDispatcherProvider$ResponseOutInvoker
 818:            12            384  org.jvnet.hk2.internal.FactoryCreator
 819:            16            384  scala.collection.mutable.WrappedArray$ofRef
 820:            16            384  sun.misc.URLClassPath$FileLoader
 821:            16            384  sun.nio.ch.OptionKey
 822:            16            384  sun.nio.ch.SocketOptionRegistry$RegistryKey
 823:             1            376  java.lang.ref.Reference$ReferenceHandler
 824:             1            376  org.apache.hadoop.util.ShutdownHookManager$1
 825:            17            368  [Ljavax.management.MBeanNotificationInfo;
 826:             9            360  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit
 827:             9            360  java.text.DigitList
 828:            15            360  javax.management.StandardMBean
 829:             9            360  org.apache.spark.rpc.netty.Inbox
 830:             9            360  org.eclipse.jetty.util.ArrayTrie
 831:            15            360  org.glassfish.jersey.internal.inject.ContextInjectionResolver$2
 832:            15            360  scala.reflect.ManifestFactory$ClassTypeManifest
 833:            11            352  com.fasterxml.jackson.core.JsonParser$Feature
 834:            22            352  com.sun.proxy.$Proxy24
 835:            11            352  io.netty.util.Recycler$DefaultHandle
 836:            11            352  org.apache.kafka.clients.consumer.ConsumerConfig
 837:            11            352  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$ConsumerCoordinatorMetrics
 838:            22            352  org.apache.kafka.common.serialization.ByteArrayDeserializer
 839:             4            352  org.apache.spark.sql.execution.ProjectExec
 840:             1            352  org.apache.spark.sql.internal.SQLConf$
 841:             4            352  org.codehaus.janino.IClass$2
 842:            11            352  org.eclipse.jetty.http.HttpMethod
 843:             4            352  org.eclipse.jetty.server.HttpConnection
 844:             7            336  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping
 845:             6            336  io.netty.buffer.PooledByteBufAllocator
 846:            14            336  java.lang.invoke.LambdaFormEditor$Transform$Kind
 847:             3            336  java.net.SocksSocketImpl
 848:             6            336  java.nio.DirectLongBufferU
 849:             6            336  java.util.zip.ZipFile$ZipFileInflaterInputStream
 850:             6            336  java.util.zip.ZipFile$ZipFileInputStream
 851:             6            336  org.apache.spark.sql.catalyst.expressions.UpCast
 852:            14            336  org.glassfish.jersey.server.internal.routing.MethodRouting
 853:            14            336  org.glassfish.jersey.server.monitoring.RequestEvent$Type
 854:             6            336  sun.management.MemoryPoolImpl
 855:            14            336  sun.misc.MetaIndex
 856:            14            336  sun.nio.ch.Util$BufferCache
 857:            16            328  [Ljava.lang.management.PlatformComponent;
 858:            20            320  com.esotericsoftware.kryo.serializers.JavaSerializer
 859:             5            320  com.esotericsoftware.kryo.util.IntMap
 860:            10            320  com.fasterxml.jackson.core.JsonGenerator$Feature
 861:             4            320  com.google.common.cache.LocalCache$Segment
 862:             4            320  io.netty.buffer.PoolChunk
 863:            10            320  java.lang.OutOfMemoryError
 864:            20            320  java.nio.channels.spi.AbstractSelector$1
 865:            10            320  java.util.ArrayList$Itr
 866:             4            320  jersey.repackaged.com.google.common.cache.LocalCache$Segment
 867:            10            320  org.apache.kafka.clients.consumer.internals.ConsumerNetworkClient$RequestFutureCompletionHandler
 868:            10            320  org.apache.kafka.clients.consumer.internals.Fetcher$PartitionRecords
 869:            10            320  org.apache.kafka.common.requests.FetchRequest
 870:            10            320  org.apache.kafka.common.requests.RequestHeader
 871:            10            320  org.apache.spark.executor.ExecutorSource$$anon$1
 872:             4            320  org.eclipse.jetty.io.SelectorManager$ManagedSelector
 873:             5            320  scala.reflect.internal.Types$AliasNoArgsTypeRef
 874:             3            312  com.codahale.metrics.ThreadLocalRandom
 875:            13            312  com.fasterxml.jackson.databind.util.LRUMap
 876:             3            312  io.netty.util.internal.ThreadLocalRandom
 877:            13            312  org.apache.log4j.Level
 878:            13            312  org.glassfish.jersey.internal.JaxrsProviders
 879:            13            312  org.glassfish.jersey.uri.UriComponent$Type
 880:             3            312  scala.reflect.runtime.JavaMirrors$JavaMirror$$anon$3
 881:             3            312  scala.reflect.runtime.JavaMirrors$JavaMirror$$anon$4
 882:            13            312  sun.security.util.DerInputStream
 883:            19            304  java.util.IdentityHashMap$KeySet
 884:            19            304  javax.ws.rs.core.MediaType$2
 885:             1            304  org.apache.spark.deploy.SparkSubmitArguments
 886:            19            304  org.apache.spark.internal.config.OptionalConfigEntry$$anonfun$$lessinit$greater$1
 887:            19            304  org.apache.spark.internal.config.OptionalConfigEntry$$anonfun$$lessinit$greater$2
 888:             2            296  [Ljava.io.File;
 889:            13            296  [Lsun.management.DiagnosticCommandArgumentInfo;
 890:            12            288  [Lsun.security.x509.AVA;
 891:             4            288  com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer
 892:             4            288  com.fasterxml.jackson.databind.SerializationConfig
 893:             4            288  com.fasterxml.jackson.databind.deser.CreatorProperty
 894:             4            288  com.fasterxml.jackson.databind.deser.DefaultDeserializationContext$Impl
 895:             4            288  com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl
 896:             9            288  com.fasterxml.jackson.module.paranamer.shaded.BytecodeReadingParanamer$Type
 897:            12            288  com.sun.jmx.mbeanserver.StandardMBeanSupport
 898:             9            288  com.thoughtworks.paranamer.BytecodeReadingParanamer$Type
 899:             6            288  java.beans.BeanDescriptor
 900:            18            288  java.lang.Float
 901:            12            288  java.lang.invoke.Invokers
 902:             9            288  java.util.logging.Level
 903:            18            288  java.util.regex.Pattern$CharPropertyNames$4
 904:             9            288  jdk.internal.org.objectweb.asm.Type
 905:            12            288  org.apache.kafka.clients.ClusterConnectionStates
 906:            12            288  org.apache.kafka.clients.InFlightRequests
 907:            12            288  org.apache.kafka.common.metrics.JmxReporter
 908:            12            288  org.apache.kafka.common.network.PlaintextChannelBuilder
 909:            12            288  org.apache.kafka.common.network.Selector$SelectorMetrics$1
 910:             4            288  org.apache.spark.network.util.TransportConf
 911:             9            288  org.apache.spark.rpc.netty.Dispatcher$EndpointData
 912:            12            288  org.apache.spark.sql.catalyst.analysis.FunctionRegistry$$anonfun$10
 913:             9            288  org.apache.xbean.asm5.Type
 914:             4            288  org.eclipse.jetty.http.HttpURI
 915:             4            288  org.eclipse.jetty.server.Response
 916:            12            288  org.glassfish.jersey.jaxb.internal.AbstractJaxbProvider$4
 917:            12            288  org.glassfish.jersey.jaxb.internal.AbstractJaxbProvider$5
 918:            12            288  org.glassfish.jersey.server.model.Parameter$Source
 919:            12            288  scala.concurrent.duration.FiniteDuration
 920:             6            288  sun.misc.URLClassPath
 921:             3            288  sun.nio.ch.ServerSocketChannelImpl
 922:            12            288  sun.security.x509.AVA
 923:            12            288  sun.security.x509.RDN
 924:             5            280  com.codahale.metrics.ExponentiallyDecayingReservoir
 925:             5            280  com.esotericsoftware.kryo.util.DefaultClassResolver
 926:             5            280  com.esotericsoftware.kryo.util.IdentityObjectIntMap
 927:             5            280  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
 928:             7            280  java.lang.ClassLoader$NativeLibrary
 929:            17            272  net.jpountz.lz4.LZ4HCJNICompressor
 930:             1            272  scala.reflect.internal.ReificationSupport$ReificationSupportImpl
 931:             6            264  [Lcom.fasterxml.jackson.databind.ser.BeanPropertyWriter;
 932:             6            264  [Ljava.beans.PropertyDescriptor;
 933:             9            264  [Ljava.lang.Boolean;
 934:            11            264  com.google.common.collect.RegularImmutableMap$TerminalEntry
 935:            11            264  java.net.StandardSocketOptions$StdSocketOption
 936:            11            264  org.apache.kafka.clients.consumer.internals.AbstractCoordinator$GroupCoordinatorMetrics$1
 937:            11            264  org.apache.kafka.clients.consumer.internals.AbstractCoordinator$HeartbeatTask
 938:            11            264  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$ConsumerCoordinatorMetrics$1
 939:            11            264  org.apache.spark.network.protocol.Message$Type
 940:             3            264  org.apache.spark.rdd.MapPartitionsRDD
 941:            11            264  org.apache.spark.rpc.RpcTimeout
 942:            11            264  org.apache.spark.util.SizeEstimator$ClassInfo
 943:             4            256  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer
 944:             4            256  com.fasterxml.jackson.databind.DeserializationConfig
 945:             8            256  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
 946:             8            256  javax.management.MBeanNotificationInfo
 947:            16            256  org.apache.spark.sql.types.ObjectType
 948:             4            256  org.eclipse.jetty.server.HttpConnection$HttpChannelOverHttp
 949:             4            256  org.eclipse.jetty.server.HttpInputOverHTTP
 950:             8            256  org.glassfish.jersey.internal.util.collection.ConcurrentHashMapV8$Node
 951:             8            256  org.glassfish.jersey.model.ContractProvider
 952:             4            256  org.json4s.DefaultFormats$$anon$1
 953:             8            256  scala.reflect.internal.Types$UniqueTypeBounds
 954:             8            256  sun.misc.ProxyGenerator$PrimitiveTypeInfo
 955:            16            256  sun.nio.ch.Util$3
 956:             8            256  sun.security.jca.ProviderConfig
 957:             8            248  [Ljava.lang.invoke.LambdaForm$BasicType;
 958:             1            248  scala.reflect.internal.FlagSets$Flag$
 959:             3            240  [Lcom.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket;
 960:             4            240  [Lcom.google.common.collect.RegularImmutableMap$LinkedEntry;
 961:             6            240  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData;
 962:            14            240  [Ljavax.management.MBeanConstructorInfo;
 963:            10            240  com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType
 964:             6            240  java.beans.GenericBeanInfo
 965:            10            240  java.lang.annotation.ElementType
 966:            10            240  java.security.CryptoPrimitive
 967:            10            240  java.util.Collections$UnmodifiableCollection$1
 968:            10            240  java.util.Date
 969:             5            240  java.util.concurrent.ConcurrentSkipListMap
 970:            10            240  java.util.concurrent.LinkedBlockingQueue$Node
 971:             6            240  jersey.repackaged.com.google.common.collect.Maps$TransformedEntriesMap
 972:            10            240  org.apache.kafka.clients.consumer.internals.Fetcher$1
 973:            10            240  org.apache.kafka.common.requests.FetchRequest$PartitionData
 974:             1            240  org.apache.spark.sql.execution.streaming.StreamExecution
 975:            10            240  org.apache.spark.sql.kafka010.CachedKafkaConsumer$CacheKey
 976:            10            240  org.apache.spark.sql.kafka010.KafkaSourceRDDPartition
 977:            10            240  org.glassfish.hk2.utilities.reflection.internal.ClassReflectionHelperImpl$LifecycleKey
 978:            10            240  org.glassfish.jersey.server.internal.inject.EntityParamValueFactoryProvider$EntityValueFactory
 979:            10            240  scala.collection.immutable.Set$Set2
 980:            15            240  scala.reflect.api.PredefTypeCreator
 981:            15            240  scala.reflect.runtime.HasJavaClass
 982:             6            240  sun.management.MemoryPoolImpl$CollectionSensor
 983:             6            240  sun.management.MemoryPoolImpl$PoolSensor
 984:             6            240  sun.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl
 985:             5            240  sun.util.locale.provider.LocaleResources$ResourceReference
 986:             2            224  [Lcom.fasterxml.jackson.databind.DeserializationFeature;
 987:             2            224  [Lcom.fasterxml.jackson.databind.SerializationFeature;
 988:             6            224  [Lscala.Tuple2;
 989:             4            224  com.fasterxml.jackson.databind.MappingJsonFactory
 990:             7            224  io.netty.buffer.EmptyByteBuf
 991:             7            224  java.lang.StackTraceElement
 992:             7            224  java.lang.invoke.BoundMethodHandle$Species_L
 993:             7            224  java.util.Stack
 994:             4            224  org.apache.hadoop.metrics2.util.SampleStat
 995:             4            224  org.apache.spark.sql.catalyst.expressions.Cast
 996:             7            224  org.apache.spark.sql.catalyst.rules.RuleExecutor$Batch
 997:             4            224  org.apache.spark.sql.execution.QueryExecution
 998:             4            224  org.eclipse.jetty.server.HttpOutput
 999:            14            224  org.glassfish.jersey.server.internal.routing.Routers$EndpointRouter
1000:             4            224  org.json4s.reflect.ScalaType
1001:             5            216  [Lio.netty.util.concurrent.SingleThreadEventExecutor;
1002:             8            216  [Lorg.codehaus.janino.IClass$IConstructor;
1003:             9            216  com.fasterxml.jackson.annotation.JsonFormat$Shape
1004:             3            216  io.netty.channel.DefaultChannelPipeline$HeadContext
1005:             3            216  io.netty.channel.DefaultChannelPipeline$TailContext
1006:             3            216  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask
1007:             9            216  java.util.logging.Level$KnownLevel
1008:             9            216  org.apache.kafka.common.config.ConfigDef$Type
1009:             9            216  org.apache.spark.rpc.RpcEndpointAddress
1010:             3            216  org.apache.spark.util.ParentClassLoader
1011:             3            216  org.codehaus.janino.ByteArrayClassLoader
1012:             9            216  org.glassfish.jersey.server.internal.inject.ParamInjectionResolver$1
1013:             3            216  scala.reflect.internal.Types$AbstractArgsTypeRef
1014:             9            216  scala.xml.NodeBuffer
1015:             9            216  sun.util.logging.PlatformLogger$Level
1016:             6            208  [F
1017:             7            208  [Ljava.lang.invoke.LambdaForm$NamedFunction;
1018:             2            208  io.netty.channel.socket.nio.NioServerSocketChannel
1019:            13            208  org.apache.commons.lang3.text.translate.AggregateTranslator
1020:            13            208  org.apache.kafka.common.utils.SystemTime
1021:             1            208  org.codehaus.janino.ClassLoaderIClassLoader
1022:            13            208  scala.reflect.runtime.TwoWayCaches$TwoWayCache$SomeRef$
1023:             9            200  [Ljava.lang.StackTraceElement;
1024:             2            200  [Ljava.text.DateFormat$Field;
1025:             5            200  com.fasterxml.jackson.core.Version
1026:             5            200  java.lang.invoke.BoundMethodHandle$SpeciesData
1027:             1            200  org.apache.spark.internal.config.package$
1028:             5            200  org.glassfish.jersey.internal.ServiceFinderBinder
1029:             2            192  [Lcom.fasterxml.jackson.databind.MapperFeature;
1030:             2            192  [Lorg.apache.kafka.common.protocol.ApiKeys;
1031:             2            192  [[Lorg.apache.kafka.common.protocol.types.Schema;
1032:             4            192  com.esotericsoftware.kryo.io.Input
1033:             4            192  com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer$TableInfo
1034:             3            192  com.fasterxml.jackson.databind.ObjectMapper
1035:             3            192  com.fasterxml.jackson.databind.deser.impl.FieldProperty
1036:             8            192  com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair
1037:             4            192  com.fasterxml.jackson.databind.ser.BeanSerializer
1038:             4            192  com.fasterxml.jackson.databind.type.MapLikeType
1039:             6            192  io.netty.buffer.PoolThreadCache$NormalMemoryRegionCache
1040:             6            192  java.lang.invoke.LambdaForm$BasicType
1041:             8            192  java.lang.invoke.MethodHandleImpl$Intrinsic
1042:             8            192  java.lang.management.ManagementPermission
1043:             8            192  java.math.RoundingMode
1044:             6            192  java.security.MessageDigest$Delegate
1045:             4            192  java.util.concurrent.ConcurrentHashMap$TreeBin
1046:             3            192  javassist.CtClassType
1047:             8            192  jdk.net.SocketFlow$Status
1048:             8            192  org.apache.hadoop.fs.permission.FsAction
1049:             8            192  org.apache.hadoop.metrics2.impl.MsInfo
1050:             6            192  org.apache.hadoop.metrics2.util.SampleStat$MinMax
1051:             6            192  org.apache.hadoop.security.UserGroupInformation$AuthenticationMethod
1052:            12            192  org.apache.kafka.common.metrics.Metrics$2
1053:            12            192  org.apache.kafka.common.security.auth.DefaultPrincipalBuilder
1054:            12            192  org.apache.kafka.common.utils.AppInfoParser$AppInfo
1055:             3            192  org.apache.spark.SSLOptions
1056:             6            192  org.apache.spark.SparkConf
1057:             8            192  org.apache.spark.launcher.SparkAppHandle$State
1058:             6            192  org.apache.spark.network.util.ByteUnit
1059:             4            192  org.apache.spark.sql.Dataset
1060:             4            192  org.apache.spark.sql.catalyst.expressions.objects.CreateExternalRow
1061:             2            192  org.apache.spark.sql.execution.DeserializeToObjectExec
1062:             2            192  org.apache.spark.sql.execution.MapElementsExec
1063:            12            192  org.apache.spark.ui.JettyUtils$$anonfun$htmlResponderToServlet$1
1064:            12            192  org.apache.spark.ui.JettyUtils$$anonfun$jsonResponderToServlet$1
1065:            12            192  org.apache.spark.ui.WebUI$$anonfun$2
1066:            12            192  org.apache.spark.ui.WebUI$$anonfun$3
1067:             8            192  org.apache.spark.util.CallSite
1068:             4            192  org.eclipse.jetty.server.HttpChannelState
1069:             8            192  org.eclipse.jetty.server.HttpChannelState$State
1070:             4            192  org.eclipse.jetty.server.HttpConnection$SendCallback
1071:             8            192  org.eclipse.jetty.util.IteratingCallback$State
1072:             8            192  org.eclipse.jetty.util.SharedBlockingCallback$Blocker
1073:             8            192  org.glassfish.jersey.jaxb.internal.AbstractJaxbProvider$1
1074:             8            192  org.glassfish.jersey.jaxb.internal.AbstractJaxbProvider$2
1075:             8            192  org.glassfish.jersey.jaxb.internal.AbstractJaxbProvider$3
1076:             6            192  org.glassfish.jersey.model.ContractProvider$Builder
1077:             8            192  scala.collection.immutable.Set$Set3
1078:             6            192  scala.reflect.internal.Types$JavaMethodType
1079:            12            192  sun.nio.ch.IOVecWrapper$Deallocator
1080:             3            192  sun.security.provider.NativePRNG$RandomIO
1081:             2            192  sun.security.provider.Sun
1082:             5            184  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
1083:             2            176  io.netty.buffer.PooledUnsafeDirectByteBuf
1084:            11            176  java.text.NumberFormat$Field
1085:             2            176  java.util.jar.JarVerifier
1086:            11            176  org.apache.kafka.clients.consumer.RangeAssignor
1087:            11            176  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$1
1088:            11            176  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$DefaultOffsetCommitCallback
1089:            11            176  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$MetadataSnapshot
1090:            11            176  org.apache.kafka.clients.consumer.internals.DelayedTaskQueue
1091:             2            176  org.apache.spark.sql.execution.SerializeFromObjectExec
1092:             2            176  org.apache.spark.util.MutableURLClassLoader
1093:             1            168  [Lorg.apache.kafka.common.protocol.Errors;
1094:             1            168  [[Ljava.math.BigInteger;
1095:             7            168  com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Single
1096:             7            168  com.google.common.collect.RegularImmutableMap$NonTerminalEntry
1097:             7            168  com.sun.management.VMOption$Origin
1098:             7            168  com.sun.org.apache.xerces.internal.util.FeatureState
1099:             7            168  io.netty.util.Recycler$2
1100:             7            168  java.io.ObjectStreamClass$ExceptionInfo
1101:             7            168  java.net.NetPermission
1102:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport
1103:             1            168  org.apache.spark.SparkContext
1104:             1            168  org.apache.spark.sql.internal.SessionState$$anon$1
1105:             7            168  org.eclipse.jetty.http.HttpGenerator$Result
1106:             7            168  org.eclipse.jetty.server.HttpChannelState$Action
1107:             7            168  org.eclipse.jetty.server.HttpOutput$OutputState
1108:             5            160  [Lcom.fasterxml.jackson.databind.ser.Serializers;
1109:             1            160  [Ljavax.ws.rs.core.Response$Status;
1110:             2            160  [Lorg.glassfish.jersey.internal.util.collection.KeyComparatorHashMap$Entry;
1111:             4            160  com.fasterxml.jackson.core.Base64Variant
1112:             5            160  com.fasterxml.jackson.core.JsonEncoding
1113:             4            160  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo
1114:             5            160  com.fasterxml.jackson.databind.introspect.AnnotatedConstructor
1115:             5            160  com.twitter.chill.EnumerationSerializer
1116:             2            160  io.netty.buffer.PooledUnsafeHeapByteBuf
1117:             5            160  io.netty.channel.nio.NioEventLoopGroup
1118:             5            160  java.nio.channels.ClosedChannelException
1119:            10            160  java.util.Formatter$Flags
1120:             4            160  java.util.PropertyResourceBundle
1121:             5            160  java.util.regex.Pattern$3
1122:             5            160  javax.management.StandardEmitterMBean
1123:             4            160  org.apache.hadoop.conf.Configuration
1124:             5            160  org.apache.hadoop.security.SaslRpcServer$AuthMethod
1125:             5            160  org.apache.hadoop.util.DataChecksum$Type
1126:             5            160  org.apache.kafka.common.protocol.SecurityProtocol
1127:             5            160  org.apache.spark.serializer.KryoSerializerInstance
1128:             4            160  org.eclipse.jetty.http.HttpGenerator
1129:             4            160  org.eclipse.jetty.http.HttpVersion
1130:             1            160  org.eclipse.jetty.server.ServerConnector
1131:             2            160  org.eclipse.jetty.servlet.DefaultServlet
1132:             4            160  org.glassfish.hk2.utilities.general.internal.WeakHashClockImpl
1133:             4            160  org.glassfish.hk2.utilities.general.internal.WeakHashLRUImpl
1134:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type
1135:             6            152  [Lorg.apache.spark.sql.catalyst.rules.Rule;
1136:             2            144  [Ljava.math.BigDecimal;
1137:             1            144  [Lorg.eclipse.jetty.server.Handler;
1138:             3            144  com.codahale.metrics.EWMA
1139:             6            144  com.codahale.metrics.MetricRegistry
1140:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
1141:             6            144  com.fasterxml.jackson.annotation.JsonInclude$Include
1142:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
1143:             3            144  com.fasterxml.jackson.databind.ser.std.CollectionSerializer
1144:             6            144  com.fasterxml.jackson.module.scala.introspect.BeanDescriptor
1145:             3            144  com.google.common.cache.LocalCache$StrongAccessEntry
1146:             6            144  com.sun.org.apache.xerces.internal.util.Status
1147:             2            144  io.netty.buffer.PoolThreadCache
